"","chr.x","start","strand","iterations.x","RRS.x","chr.y","iterations.y","RRS.y","ratio"
"3175","ENA|U00096|U00096.2",460650,"+",508,41.3373646486112,"ENA|U00096|U00096.2",25,10.8774348050068,1.92610804662449
"3176","ENA|U00096|U00096.2",460652,"+",347,28.2363494745435,"ENA|U00096|U00096.2",16,6.96155827520432,2.02007140220531
"3177","ENA|U00096|U00096.2",460654,"+",138,11.2294415777723,"ENA|U00096|U00096.2",15,6.52646088300405,0.782913410796699
"3178","ENA|U00096|U00096.2",460655,"+",35,2.84804677697125,"ENA|U00096|U00096.2",2,0.87019478440054,1.71056256657201
"3179","ENA|U00096|U00096.2",460659,"+",50,4.06863825281607,"ENA|U00096|U00096.2",4,1.74038956880108,1.22513573940177
"3180","ENA|U00096|U00096.2",460660,"+",72,5.85883908405514,"ENA|U00096|U00096.2",9,3.91587652980243,0.581279549627048
"3181","ENA|U00096|U00096.2",460661,"+",157,12.7755241138425,"ENA|U00096|U00096.2",16,6.96155827520432,0.875900298518675
"3182","ENA|U00096|U00096.2",460662,"+",92,7.48629438518156,"ENA|U00096|U00096.2",12,5.22116870640324,0.519879004962905
"3183","ENA|U00096|U00096.2",460663,"+",241,19.6108363785734,"ENA|U00096|U00096.2",17,7.39665566740459,1.40670604460667
"3184","ENA|U00096|U00096.2",460664,"+",64,5.20785696360457,"ENA|U00096|U00096.2",6,2.61058435320162,0.996317048905892
"3185","ENA|U00096|U00096.2",460665,"+",75,6.1029573792241,"ENA|U00096|U00096.2",9,3.91587652980243,0.640173238680617
"3186","ENA|U00096|U00096.2",460666,"+",86,6.99805779484364,"ENA|U00096|U00096.2",13,5.65626609860351,0.307104586188054
"3187","ENA|U00096|U00096.2",460667,"+",72,5.85883908405514,"ENA|U00096|U00096.2",8,3.48077913760216,0.75120455106936
"3188","ENA|U00096|U00096.2",460668,"+",62,5.04511143349192,"ENA|U00096|U00096.2",4,1.74038956880108,1.53547586001392
"3189","ENA|U00096|U00096.2",460669,"+",300,24.4118295168964,"ENA|U00096|U00096.2",41,17.8389930802111,0.452546235504845
"3190","ENA|U00096|U00096.2",460670,"+",66,5.37060249371721,"ENA|U00096|U00096.2",11,4.78607131420297,0.166242050348204
"3191","ENA|U00096|U00096.2",460671,"+",121,9.84610457181488,"ENA|U00096|U00096.2",10,4.3509739220027,1.17821469201428
"3192","ENA|U00096|U00096.2",460672,"+",89,7.2421760900126,"ENA|U00096|U00096.2",5,2.17548696100135,1.73508488570608
"3193","ENA|U00096|U00096.2",460673,"+",46,3.74314719259078,"ENA|U00096|U00096.2",5,2.17548696100135,0.782913410796699
"3194","ENA|U00096|U00096.2",460674,"+",214,17.4137717220528,"ENA|U00096|U00096.2",18,7.83175305960486,1.15282153458588
"3195","ENA|U00096|U00096.2",460675,"+",52,4.23138378292871,"ENA|U00096|U00096.2",4,1.74038956880108,1.28171926776814
"3196","ENA|U00096|U00096.2",460676,"+",160,13.0196424090114,"ENA|U00096|U00096.2",12,5.22116870640324,1.31824514379325
"3197","ENA|U00096|U00096.2",460681,"+",36,2.92941954202757,"ENA|U00096|U00096.2",4,1.74038956880108,0.75120455106936
"3198","ENA|U00096|U00096.2",460685,"+",228,18.5529904328413,"ENA|U00096|U00096.2",24,10.4423374128065,0.829207063070634
"3199","ENA|U00096|U00096.2",460686,"+",112,9.11374968630799,"ENA|U00096|U00096.2",15,6.52646088300405,0.481743876076134
"3200","ENA|U00096|U00096.2",460687,"+",134,10.9039505175471,"ENA|U00096|U00096.2",9,3.91587652980243,1.47744373864251
"3201","ENA|U00096|U00096.2",460688,"+",78,6.34707567439307,"ENA|U00096|U00096.2",12,5.22116870640324,0.28171926776814
"3202","ENA|U00096|U00096.2",460691,"+",39,3.17353783719653,"ENA|U00096|U00096.2",1,0.43509739220027,2.8666817684893
"3203","ENA|U00096|U00096.2",460693,"+",32,2.60392848180228,"ENA|U00096|U00096.2",4,1.74038956880108,0.581279549627048
"3204","ENA|U00096|U00096.2",460696,"+",21,1.70882806618275,"ENA|U00096|U00096.2",2,0.87019478440054,0.973596972405808
"3205","ENA|U00096|U00096.2",460709,"+",83,6.75393949967467,"ENA|U00096|U00096.2",6,2.61058435320162,1.37135648025282
"3206","ENA|U00096|U00096.2",460713,"+",28,2.278437421577,NA,NA,0.43509739220027,2.38863447168465
"3207","ENA|U00096|U00096.2",460751,"+",41,3.33628336730917,"ENA|U00096|U00096.2",7,3.04568174540189,0.131476632187528
"3208","ENA|U00096|U00096.2",460754,"+",21,1.70882806618275,"ENA|U00096|U00096.2",1,0.43509739220027,1.97359697240581
"3209","ENA|U00096|U00096.2",460756,"+",52,4.23138378292871,"ENA|U00096|U00096.2",8,3.48077913760216,0.28171926776814
"3210","ENA|U00096|U00096.2",460766,"+",20,1.62745530112643,NA,NA,0.43509739220027,1.90320764451441
"3211","ENA|U00096|U00096.2",460767,"+",638,51.915824105933,"ENA|U00096|U00096.2",49,21.3197722178132,1.28398231927671
"3212","ENA|U00096|U00096.2",460770,"+",289,23.5167291012769,"ENA|U00096|U00096.2",54,23.4952591788146,0.00131772996425854
"3213","ENA|U00096|U00096.2",461074,"+",24,1.95294636135171,"ENA|U00096|U00096.2",2,0.87019478440054,1.1662420503482
"3214","ENA|U00096|U00096.2",461078,"+",23,1.87157359629539,"ENA|U00096|U00096.2",2,0.87019478440054,1.10484150568406
"3215","ENA|U00096|U00096.2",461101,"+",113,9.19512245136431,"ENA|U00096|U00096.2",6,2.61058435320162,1.81649601132108
"3216","ENA|U00096|U00096.2",461113,"+",47,3.8245199576471,"ENA|U00096|U00096.2",4,1.74038956880108,1.13586840130469
"3217","ENA|U00096|U00096.2",461132,"-",126,10.2529683970965,"ENA|U00096|U00096.2",3,1.30529217660081,2.97359697240581
"3218","ENA|U00096|U00096.2",461198,"+",66,5.37060249371721,"ENA|U00096|U00096.2",2,0.87019478440054,2.6256736689855
"3219","ENA|U00096|U00096.2",461206,"+",24,1.95294636135171,NA,NA,0.43509739220027,2.1662420503482
"3220","ENA|U00096|U00096.2",461280,"+",25,2.03431912640803,"ENA|U00096|U00096.2",2,0.87019478440054,1.22513573940177
"3221","ENA|U00096|U00096.2",462818,"+",20,1.62745530112643,"ENA|U00096|U00096.2",1,0.43509739220027,1.90320764451441
"3222","ENA|U00096|U00096.2",463985,"+",20,1.62745530112643,"ENA|U00096|U00096.2",1,0.43509739220027,1.90320764451441
"3223","ENA|U00096|U00096.2",463986,"+",22,1.79020083123907,NA,NA,0.43509739220027,2.04071116826435
"3224","ENA|U00096|U00096.2",464796,"-",37,3.01079230708389,"ENA|U00096|U00096.2",4,1.74038956880108,0.790732915255998
"3225","ENA|U00096|U00096.2",464797,"-",94,7.64903991529421,"ENA|U00096|U00096.2",10,4.3509739220027,0.813940306417323
"3226","ENA|U00096|U00096.2",464798,"-",73,5.94021184911146,"ENA|U00096|U00096.2",11,4.78607131420297,0.311672489869768
"3227","ENA|U00096|U00096.2",465036,"+",21,1.70882806618275,"ENA|U00096|U00096.2",1,0.43509739220027,1.97359697240581
"3228","ENA|U00096|U00096.2",465037,"+",25,2.03431912640803,NA,NA,0.43509739220027,2.22513573940177
"3229","ENA|U00096|U00096.2",465436,"-",38,3.09216507214021,"ENA|U00096|U00096.2",1,0.43509739220027,2.82920706307063
"3230","ENA|U00096|U00096.2",465453,"+",28,2.278437421577,"ENA|U00096|U00096.2",1,0.43509739220027,2.38863447168465
"3231","ENA|U00096|U00096.2",466549,"-",33,2.6853012468586,NA,NA,0.43509739220027,2.6256736689855
"3232","ENA|U00096|U00096.2",466559,"+",25,2.03431912640803,"ENA|U00096|U00096.2",1,0.43509739220027,2.22513573940177
"3233","ENA|U00096|U00096.2",466603,"+",42,3.4176561323655,"ENA|U00096|U00096.2",1,0.43509739220027,2.97359697240581
"3234","ENA|U00096|U00096.2",466606,"+",47,3.8245199576471,NA,NA,0.43509739220027,3.13586840130469
"3235","ENA|U00096|U00096.2",467413,"+",21,1.70882806618275,"ENA|U00096|U00096.2",2,0.87019478440054,0.973596972405808
"3236","ENA|U00096|U00096.2",467578,"+",25,2.03431912640803,"ENA|U00096|U00096.2",1,0.43509739220027,2.22513573940177
"3237","ENA|U00096|U00096.2",467580,"+",103,8.3813948008011,"ENA|U00096|U00096.2",6,2.61058435320162,1.68281757608911
"3238","ENA|U00096|U00096.2",467581,"+",23,1.87157359629539,"ENA|U00096|U00096.2",3,1.30529217660081,0.519879004962905
"3239","ENA|U00096|U00096.2",467627,"+",113,9.19512245136431,"ENA|U00096|U00096.2",4,1.74038956880108,2.40145851204224
"3240","ENA|U00096|U00096.2",467699,"+",92,7.48629438518156,"ENA|U00096|U00096.2",6,2.61058435320162,1.5198790049629
"3241","ENA|U00096|U00096.2",467701,"+",56,4.556874843154,"ENA|U00096|U00096.2",3,1.30529217660081,1.8036719709635
"3242","ENA|U00096|U00096.2",467702,"+",461,37.5128446909641,"ENA|U00096|U00096.2",12,5.22116870640324,2.84493998933523
"3243","ENA|U00096|U00096.2",468625,"+",30,2.44118295168964,"ENA|U00096|U00096.2",3,1.30529217660081,0.90320764451441
"3244","ENA|U00096|U00096.2",470008,"-",19,1.54608253607011,NA,NA,0.43509739220027,1.82920706307063
"3245","ENA|U00096|U00096.2",470009,"-",39,3.17353783719653,"ENA|U00096|U00096.2",1,0.43509739220027,2.8666817684893
"3246","ENA|U00096|U00096.2",471680,"+",74,6.02158461416778,NA,NA,0.43509739220027,3.790732915256
"3247","ENA|U00096|U00096.2",472303,"+",58,4.71962037326664,"ENA|U00096|U00096.2",6,2.61058435320162,0.854298044033464
"3248","ENA|U00096|U00096.2",473163,"+",23,1.87157359629539,"ENA|U00096|U00096.2",1,0.43509739220027,2.10484150568406
"3249","ENA|U00096|U00096.2",473655,"+",27,2.19706465652068,"ENA|U00096|U00096.2",2,0.87019478440054,1.33616705179052
"3250","ENA|U00096|U00096.2",474404,"-",105,8.54414033091374,"ENA|U00096|U00096.2",7,3.04568174540189,1.48817014523557
"3251","ENA|U00096|U00096.2",474425,"-",440,35.8040166247814,"ENA|U00096|U00096.2",51,22.1899670022138,0.690213921180212
"3252","ENA|U00096|U00096.2",474529,"+",452,36.7804898054573,"ENA|U00096|U00096.2",4,1.74038956880108,4.40145851204224
"3253","ENA|U00096|U00096.2",474535,"+",35,2.84804677697125,"ENA|U00096|U00096.2",4,1.74038956880108,0.710562566572014
"3254","ENA|U00096|U00096.2",474547,"+",30,2.44118295168964,"ENA|U00096|U00096.2",2,0.87019478440054,1.48817014523557
"3255","ENA|U00096|U00096.2",474584,"+",21,1.70882806618275,"ENA|U00096|U00096.2",3,1.30529217660081,0.388634471684652
"3256","ENA|U00096|U00096.2",474595,"+",19,1.54608253607011,"ENA|U00096|U00096.2",1,0.43509739220027,1.82920706307063
"3257","ENA|U00096|U00096.2",474691,"+",20,1.62745530112643,"ENA|U00096|U00096.2",2,0.87019478440054,0.90320764451441
"3258","ENA|U00096|U00096.2",474745,"+",33,2.6853012468586,NA,NA,0.43509739220027,2.6256736689855
"3259","ENA|U00096|U00096.2",475163,"-",25,2.03431912640803,"ENA|U00096|U00096.2",1,0.43509739220027,2.22513573940177
"3260","ENA|U00096|U00096.2",475533,"-",29,2.35981018663332,"ENA|U00096|U00096.2",5,2.17548696100135,0.117332449867258
"3261","ENA|U00096|U00096.2",475536,"-",74,6.02158461416778,"ENA|U00096|U00096.2",12,5.22116870640324,0.205770414534842
"3262","ENA|U00096|U00096.2",475643,"+",22,1.79020083123907,"ENA|U00096|U00096.2",1,0.43509739220027,2.04071116826435
"3263","ENA|U00096|U00096.2",475645,"+",2657,216.207436754646,"ENA|U00096|U00096.2",248,107.904153265667,1.00266575173068
"3264","ENA|U00096|U00096.2",475664,"+",19,1.54608253607011,"ENA|U00096|U00096.2",1,0.43509739220027,1.82920706307063
"3265","ENA|U00096|U00096.2",475839,"+",187,15.2167070655321,"ENA|U00096|U00096.2",21,9.13704523620567,0.735856586735924
"3266","ENA|U00096|U00096.2",475841,"+",269,21.8892738001504,"ENA|U00096|U00096.2",27,11.7476295894073,0.897854410020204
"3267","ENA|U00096|U00096.2",475873,"+",26,2.11569189146435,NA,NA,0.43509739220027,2.28171926776814
"3268","ENA|U00096|U00096.2",476538,"-",60,4.88236590337928,"ENA|U00096|U00096.2",3,1.30529217660081,1.90320764451441
"3269","ENA|U00096|U00096.2",476544,"-",27,2.19706465652068,"ENA|U00096|U00096.2",3,1.30529217660081,0.75120455106936
"3270","ENA|U00096|U00096.2",477104,"-",25,2.03431912640803,NA,NA,0.43509739220027,2.22513573940177
"3271","ENA|U00096|U00096.2",477105,"-",20,1.62745530112643,"ENA|U00096|U00096.2",2,0.87019478440054,0.90320764451441
"3272","ENA|U00096|U00096.2",477412,"-",31,2.52255571674596,"ENA|U00096|U00096.2",1,0.43509739220027,2.53547586001392
"3273","ENA|U00096|U00096.2",477785,"-",36,2.92941954202757,"ENA|U00096|U00096.2",3,1.30529217660081,1.1662420503482
"3274","ENA|U00096|U00096.2",477836,"-",62,5.04511143349192,"ENA|U00096|U00096.2",7,3.04568174540189,0.728120937956319
"3275","ENA|U00096|U00096.2",477853,"-",70,5.69609355394249,"ENA|U00096|U00096.2",9,3.91587652980243,0.540637565129702
"3276","ENA|U00096|U00096.2",477856,"-",25,2.03431912640803,"ENA|U00096|U00096.2",1,0.43509739220027,2.22513573940177
"3277","ENA|U00096|U00096.2",477857,"+",27,2.19706465652068,"ENA|U00096|U00096.2",2,0.87019478440054,1.33616705179052
"3278","ENA|U00096|U00096.2",477859,"+",50,4.06863825281607,"ENA|U00096|U00096.2",6,2.61058435320162,0.640173238680617
"3279","ENA|U00096|U00096.2",477864,"-",19,1.54608253607011,"ENA|U00096|U00096.2",2,0.87019478440054,0.829207063070634
"3280","ENA|U00096|U00096.2",477866,"-",679,55.2521074732422,"ENA|U00096|U00096.2",64,27.8462331008173,0.98854731387178
"3281","ENA|U00096|U00096.2",477995,"-",39,3.17353783719653,"ENA|U00096|U00096.2",1,0.43509739220027,2.8666817684893
"3282","ENA|U00096|U00096.2",478178,"+",21,1.70882806618275,"ENA|U00096|U00096.2",1,0.43509739220027,1.97359697240581
"3283","ENA|U00096|U00096.2",478260,"-",34,2.76667401191493,NA,NA,0.43509739220027,2.66874239087739
"3284","ENA|U00096|U00096.2",478442,"-",22,1.79020083123907,NA,NA,0.43509739220027,2.04071116826435
"3285","ENA|U00096|U00096.2",478477,"-",20,1.62745530112643,NA,NA,0.43509739220027,1.90320764451441
"3286","ENA|U00096|U00096.2",478480,"-",27,2.19706465652068,"ENA|U00096|U00096.2",2,0.87019478440054,1.33616705179052
"3287","ENA|U00096|U00096.2",478488,"-",70,5.69609355394249,"ENA|U00096|U00096.2",1,0.43509739220027,3.71056256657201
"3288","ENA|U00096|U00096.2",478494,"-",27,2.19706465652068,NA,NA,0.43509739220027,2.33616705179052
"3289","ENA|U00096|U00096.2",478509,"-",24,1.95294636135171,NA,NA,0.43509739220027,2.1662420503482
"3290","ENA|U00096|U00096.2",478510,"-",156,12.6941513487861,"ENA|U00096|U00096.2",2,0.87019478440054,3.8666817684893
"3291","ENA|U00096|U00096.2",478512,"-",1280,104.157139272091,"ENA|U00096|U00096.2",10,4.3509739220027,4.58127954962705
"3292","ENA|U00096|U00096.2",478544,"-",116,9.43924074653328,"ENA|U00096|U00096.2",1,0.43509739220027,4.43926054475462
"3293","ENA|U00096|U00096.2",478545,"-",63,5.12648419854824,"ENA|U00096|U00096.2",3,1.30529217660081,1.97359697240581
"3294","ENA|U00096|U00096.2",478555,"-",47,3.8245199576471,"ENA|U00096|U00096.2",2,0.87019478440054,2.13586840130469
"3295","ENA|U00096|U00096.2",478556,"-",57,4.63824760821032,NA,NA,0.43509739220027,3.41416956379179
"3296","ENA|U00096|U00096.2",478602,"+",36,2.92941954202757,"ENA|U00096|U00096.2",3,1.30529217660081,1.1662420503482
"3297","ENA|U00096|U00096.2",478603,"+",202,16.4372985413769,"ENA|U00096|U00096.2",18,7.83175305960486,1.06956603093653
"3298","ENA|U00096|U00096.2",478950,"-",48,3.90589272270342,"ENA|U00096|U00096.2",5,2.17548696100135,0.844313955460842
"3299","ENA|U00096|U00096.2",479168,"-",76,6.18433014428042,"ENA|U00096|U00096.2",4,1.74038956880108,1.82920706307063
"3300","ENA|U00096|U00096.2",479337,"-",22,1.79020083123907,NA,NA,0.43509739220027,2.04071116826435
"3301","ENA|U00096|U00096.2",479365,"+",57,4.63824760821032,"ENA|U00096|U00096.2",2,0.87019478440054,2.41416956379179
"3302","ENA|U00096|U00096.2",479367,"-",21,1.70882806618275,"ENA|U00096|U00096.2",2,0.87019478440054,0.973596972405808
"3303","ENA|U00096|U00096.2",479425,"-",86,6.99805779484364,"ENA|U00096|U00096.2",2,0.87019478440054,3.00754430432915
"3304","ENA|U00096|U00096.2",479439,"-",29,2.35981018663332,NA,NA,0.43509739220027,2.43926054475462
"3305","ENA|U00096|U00096.2",479448,"-",19,1.54608253607011,NA,NA,0.43509739220027,1.82920706307063
"3306","ENA|U00096|U00096.2",479450,"-",60,4.88236590337928,"ENA|U00096|U00096.2",7,3.04568174540189,0.680815223177963
"3307","ENA|U00096|U00096.2",479508,"-",20,1.62745530112643,"ENA|U00096|U00096.2",1,0.43509739220027,1.90320764451441
"3308","ENA|U00096|U00096.2",479542,"+",47,3.8245199576471,"ENA|U00096|U00096.2",3,1.30529217660081,1.55090590058353
"3309","ENA|U00096|U00096.2",479563,"-",20,1.62745530112643,"ENA|U00096|U00096.2",2,0.87019478440054,0.90320764451441
"3310","ENA|U00096|U00096.2",479564,"-",35,2.84804677697125,"ENA|U00096|U00096.2",4,1.74038956880108,0.710562566572014
"3311","ENA|U00096|U00096.2",479569,"-",28,2.278437421577,"ENA|U00096|U00096.2",5,2.17548696100135,0.0667063767972897
"3312","ENA|U00096|U00096.2",479575,"-",35,2.84804677697125,"ENA|U00096|U00096.2",2,0.87019478440054,1.71056256657201
"3313","ENA|U00096|U00096.2",479578,"+",27,2.19706465652068,NA,NA,0.43509739220027,2.33616705179052
"3314","ENA|U00096|U00096.2",479587,"-",19,1.54608253607011,"ENA|U00096|U00096.2",1,0.43509739220027,1.82920706307063
"3315","ENA|U00096|U00096.2",479601,"-",65,5.28922972866089,"ENA|U00096|U00096.2",9,3.91587652980243,0.43372236121319
"3316","ENA|U00096|U00096.2",479602,"-",26,2.11569189146435,"ENA|U00096|U00096.2",1,0.43509739220027,2.28171926776814
"3317","ENA|U00096|U00096.2",479604,"-",560,45.56874843154,"ENA|U00096|U00096.2",31,13.4880191582084,1.75636625618514
"3318","ENA|U00096|U00096.2",479642,"-",66,5.37060249371721,"ENA|U00096|U00096.2",4,1.74038956880108,1.6256736689855
"3319","ENA|U00096|U00096.2",479643,"-",113,9.19512245136431,"ENA|U00096|U00096.2",4,1.74038956880108,2.40145851204224
"3320","ENA|U00096|U00096.2",479644,"-",22,1.79020083123907,"ENA|U00096|U00096.2",3,1.30529217660081,0.455748667543189
"3321","ENA|U00096|U00096.2",479647,"-",890,72.421760900126,"ENA|U00096|U00096.2",74,32.19720702282,1.16948770985186
"3322","ENA|U00096|U00096.2",479648,"-",19,1.54608253607011,NA,NA,0.43509739220027,1.82920706307063
"3323","ENA|U00096|U00096.2",479649,"-",285,23.1912380410516,"ENA|U00096|U00096.2",14,6.09136349080378,1.92874273662155
"3324","ENA|U00096|U00096.2",479662,"+",74,6.02158461416778,"ENA|U00096|U00096.2",2,0.87019478440054,2.790732915256
"3325","ENA|U00096|U00096.2",479713,"-",20,1.62745530112643,"ENA|U00096|U00096.2",2,0.87019478440054,0.90320764451441
"3326","ENA|U00096|U00096.2",479724,"-",127,10.3343411621528,"ENA|U00096|U00096.2",9,3.91587652980243,1.4000392349569
"3327","ENA|U00096|U00096.2",479725,"-",952,77.4668723336179,"ENA|U00096|U00096.2",178,77.4473358116481,0.000363881968593924
"3328","ENA|U00096|U00096.2",479727,"-",31,2.52255571674596,"ENA|U00096|U00096.2",3,1.30529217660081,0.950513359292767
"3329","ENA|U00096|U00096.2",479731,"-",21,1.70882806618275,NA,NA,0.43509739220027,1.97359697240581
"3330","ENA|U00096|U00096.2",479790,"-",70,5.69609355394249,"ENA|U00096|U00096.2",7,3.04568174540189,0.90320764451441
"3331","ENA|U00096|U00096.2",479854,"-",78,6.34707567439307,"ENA|U00096|U00096.2",4,1.74038956880108,1.8666817684893
"3332","ENA|U00096|U00096.2",479856,"-",100,8.13727650563214,"ENA|U00096|U00096.2",5,2.17548696100135,1.90320764451441
"3333","ENA|U00096|U00096.2",479857,"-",105,8.54414033091374,"ENA|U00096|U00096.2",5,2.17548696100135,1.97359697240581
"3334","ENA|U00096|U00096.2",479886,"-",22,1.79020083123907,"ENA|U00096|U00096.2",1,0.43509739220027,2.04071116826435
"3335","ENA|U00096|U00096.2",479894,"-",81,6.59119396956203,"ENA|U00096|U00096.2",2,0.87019478440054,2.92112955251167
"3336","ENA|U00096|U00096.2",479899,"-",33,2.6853012468586,NA,NA,0.43509739220027,2.6256736689855
"3337","ENA|U00096|U00096.2",479915,"-",19,1.54608253607011,NA,NA,0.43509739220027,1.82920706307063
"3338","ENA|U00096|U00096.2",479919,"-",24,1.95294636135171,NA,NA,0.43509739220027,2.1662420503482
"3339","ENA|U00096|U00096.2",479925,"-",39,3.17353783719653,NA,NA,0.43509739220027,2.8666817684893
"3340","ENA|U00096|U00096.2",479990,"-",19,1.54608253607011,"ENA|U00096|U00096.2",1,0.43509739220027,1.82920706307063
"3341","ENA|U00096|U00096.2",480019,"-",584,47.5216947928917,"ENA|U00096|U00096.2",64,27.8462331008173,0.771104108507065
"3342","ENA|U00096|U00096.2",480069,"-",27,2.19706465652068,NA,NA,0.43509739220027,2.33616705179052
"3343","ENA|U00096|U00096.2",480072,"-",28,2.278437421577,"ENA|U00096|U00096.2",1,0.43509739220027,2.38863447168465
"3344","ENA|U00096|U00096.2",480102,"-",62,5.04511143349192,"ENA|U00096|U00096.2",3,1.30529217660081,1.95051335929277
"3345","ENA|U00096|U00096.2",480104,"-",1874,152.492561715546,"ENA|U00096|U00096.2",37,16.09860351141,3.24373142165729
"3346","ENA|U00096|U00096.2",480106,"-",129,10.4970866922655,"ENA|U00096|U00096.2",6,2.61058435320162,2.00754430432915
"3347","ENA|U00096|U00096.2",480913,"-",29,2.35981018663332,"ENA|U00096|U00096.2",2,0.87019478440054,1.43926054475462
"3348","ENA|U00096|U00096.2",481275,"-",343,27.9108584143182,"ENA|U00096|U00096.2",28,12.1827269816076,1.19598939374226
"3349","ENA|U00096|U00096.2",481458,"+",77,6.26570290933674,"ENA|U00096|U00096.2",4,1.74038956880108,1.84806609032195
"3350","ENA|U00096|U00096.2",482016,"-",23,1.87157359629539,"ENA|U00096|U00096.2",1,0.43509739220027,2.10484150568406
"3351","ENA|U00096|U00096.2",482200,"-",34,2.76667401191493,"ENA|U00096|U00096.2",2,0.87019478440054,1.66874239087739
"3352","ENA|U00096|U00096.2",482934,"+",52,4.23138378292871,"ENA|U00096|U00096.2",4,1.74038956880108,1.28171926776814
"3353","ENA|U00096|U00096.2",483690,"-",26,2.11569189146435,NA,NA,0.43509739220027,2.28171926776814
"3354","ENA|U00096|U00096.2",484059,"+",38,3.09216507214021,"ENA|U00096|U00096.2",1,0.43509739220027,2.82920706307063
"3355","ENA|U00096|U00096.2",484794,"+",25,2.03431912640803,"ENA|U00096|U00096.2",2,0.87019478440054,1.22513573940177
"3356","ENA|U00096|U00096.2",484795,"+",35,2.84804677697125,NA,NA,0.43509739220027,2.71056256657201
"3357","ENA|U00096|U00096.2",484922,"-",269,21.8892738001504,"ENA|U00096|U00096.2",19,8.26685045180513,1.40481439874009
"3358","ENA|U00096|U00096.2",484923,"-",151,12.2872875235045,"ENA|U00096|U00096.2",12,5.22116870640324,1.23472178823097
"3359","ENA|U00096|U00096.2",484938,"+",29,2.35981018663332,"ENA|U00096|U00096.2",2,0.87019478440054,1.43926054475462
"3360","ENA|U00096|U00096.2",484939,"+",735,59.8089823163962,"ENA|U00096|U00096.2",44,19.1442852568119,1.64344837071348
"3361","ENA|U00096|U00096.2",484944,"+",54,4.39412931304135,"ENA|U00096|U00096.2",8,3.48077913760216,0.336167051790517
"3362","ENA|U00096|U00096.2",484960,"+",32,2.60392848180228,"ENA|U00096|U00096.2",1,0.43509739220027,2.58127954962705
"3363","ENA|U00096|U00096.2",484971,"-",38,3.09216507214021,"ENA|U00096|U00096.2",2,0.87019478440054,1.82920706307063
"3364","ENA|U00096|U00096.2",485063,"-",302,24.574575047009,"ENA|U00096|U00096.2",12,5.22116870640324,2.23472178823097
"3365","ENA|U00096|U00096.2",485064,"-",240,19.5294636135171,"ENA|U00096|U00096.2",42,18.2740904724113,0.0958527224568063
"3366","ENA|U00096|U00096.2",485140,"-",19,1.54608253607011,"ENA|U00096|U00096.2",2,0.87019478440054,0.829207063070634
"3367","ENA|U00096|U00096.2",485156,"-",42,3.4176561323655,NA,NA,0.43509739220027,2.97359697240581
"3368","ENA|U00096|U00096.2",485166,"-",78,6.34707567439307,NA,NA,0.43509739220027,3.8666817684893
"3369","ENA|U00096|U00096.2",485167,"-",42,3.4176561323655,"ENA|U00096|U00096.2",1,0.43509739220027,2.97359697240581
"3370","ENA|U00096|U00096.2",485168,"-",89,7.2421760900126,"ENA|U00096|U00096.2",1,0.43509739220027,4.05701298059345
"3371","ENA|U00096|U00096.2",485173,"-",19,1.54608253607011,NA,NA,0.43509739220027,1.82920706307063
"3372","ENA|U00096|U00096.2",485174,"-",30,2.44118295168964,NA,NA,0.43509739220027,2.48817014523557
"3373","ENA|U00096|U00096.2",485175,"-",114,9.27649521642063,NA,NA,0.43509739220027,4.41416956379179
"3374","ENA|U00096|U00096.2",485177,"-",189,15.3794525956447,NA,NA,0.43509739220027,5.14352197384812
"3375","ENA|U00096|U00096.2",485178,"-",21,1.70882806618275,NA,NA,0.43509739220027,1.97359697240581
"3376","ENA|U00096|U00096.2",485181,"-",27,2.19706465652068,NA,NA,0.43509739220027,2.33616705179052
"3377","ENA|U00096|U00096.2",485183,"-",37,3.01079230708389,NA,NA,0.43509739220027,2.790732915256
"3378","ENA|U00096|U00096.2",485184,"-",23,1.87157359629539,NA,NA,0.43509739220027,2.10484150568406
"3379","ENA|U00096|U00096.2",485185,"-",37,3.01079230708389,"ENA|U00096|U00096.2",1,0.43509739220027,2.790732915256
"3380","ENA|U00096|U00096.2",485186,"-",36,2.92941954202757,"ENA|U00096|U00096.2",2,0.87019478440054,1.75120455106936
"3381","ENA|U00096|U00096.2",485190,"-",27,2.19706465652068,NA,NA,0.43509739220027,2.33616705179052
"3382","ENA|U00096|U00096.2",485191,"-",21,1.70882806618275,"ENA|U00096|U00096.2",1,0.43509739220027,1.97359697240581
"3383","ENA|U00096|U00096.2",485194,"-",43,3.49902889742182,"ENA|U00096|U00096.2",2,0.87019478440054,2.00754430432915
"3384","ENA|U00096|U00096.2",485196,"-",30,2.44118295168964,NA,NA,0.43509739220027,2.48817014523557
"3385","ENA|U00096|U00096.2",485197,"-",19,1.54608253607011,NA,NA,0.43509739220027,1.82920706307063
"3386","ENA|U00096|U00096.2",485199,"-",76,6.18433014428042,NA,NA,0.43509739220027,3.82920706307063
"3387","ENA|U00096|U00096.2",485201,"-",27,2.19706465652068,NA,NA,0.43509739220027,2.33616705179052
"3388","ENA|U00096|U00096.2",485202,"-",485,39.4657910523159,"ENA|U00096|U00096.2",30,13.0529217660081,1.59622989109302
"3389","ENA|U00096|U00096.2",485203,"-",519,42.2324650642308,"ENA|U00096|U00096.2",28,12.1827269816076,1.79351535592732
"3390","ENA|U00096|U00096.2",485204,"-",3952,321.585167502582,"ENA|U00096|U00096.2",121,52.6467844562327,2.61078354393713
